User_ID,Product_ID,Purchase
1000003,P00193542,9837.369176922548
1000004,P0097242,10377.24208629383
1000005,P00251242,8689.18041497965
1000005,P00031342,7672.185785931398
1000006,P00231342,10487.198409266091
1000007,P00036842,12526.63459953587
1000009,P00135742,9014.80696285957
1000010,P00105942,8428.817856860225
1000010,P00087242,5686.667003892131
1000010,P0094542,10678.1279886954
1000015,P00166242,7631.071677543388
1000017,P00100642,9569.523159759636
1000018,P00190742,10220.367790919605
1000019,P00112542,11854.314264264822
1000022,P00213242,8595.377311662056
1000022,P00077042,8520.508697316198
1000023,P00288942,10821.250918416557
1000023,P00345842,11870.544491407933
1000023,P00313042,8993.805938427553
1000025,P00120042,10313.618961858816
1000026,P00042242,8953.072844190772
1000026,P00059542,9764.178783787916
1000026,P00023042,8943.71426739754
1000026,P00144242,8943.71426739754
1000027,P00116342,10069.644840362616
1000030,P00051442,8059.763924981438
1000031,P00117442,9699.300321185987
1000033,P00111742,5619.036500348562
1000033,P00219242,9017.347093497949
1000034,P00326742,6111.589698428938
1000035,P00129542,8518.774726252524
1000035,P00309542,9432.825010575223
1000036,P00150542,8833.22597657398
1000036,P00037142,10791.691031668235
1000036,P00120842,8078.27149773623
1000036,P00086442,10203.879757795881
1000036,P00193542,10070.676842590708
1000039,P00351142,12487.087613403879
1000041,P00235242,7684.042535727028
1000042,P00046742,12535.539358399325
1000042,P00003242,8361.374292725803
1000043,P00255842,5227.851970832694
1000044,P00120342,9236.362386956467
1000045,P00210142,5553.317582703494
1000045,P00020042,8370.337050017446
1000046,P00123142,7350.810681646193
1000046,P00079542,9253.779864637447
1000046,P00305542,7350.810681646193
1000048,P00055642,9143.621873476115
1000048,P00303742,7878.09527707969
1000048,P00220142,10151.257925731135
1000048,P00162442,10160.616502524368
1000048,P00041642,8792.145561402389
1000049,P00051442,8328.080007242512
1000049,P00350942,10450.84983854585
1000049,P00034042,12627.730757145076
1000052,P00000642,12639.66981122967
1000053,P00117542,4851.792780285722
1000053,P00130742,12613.879376083187
1000053,P00160042,12460.317961474448
1000053,P00016542,12394.807923921822
1000053,P00070542,9562.422853797696
1000053,P00244142,12213.170778933389
1000053,P00212242,7898.627061361382
1000053,P00319342,8887.545960029938
1000057,P00350342,10435.167560631087
1000058,P00114142,7912.326148621316
1000058,P00348242,7912.326148621316
1000058,P00244142,12226.869866193321
1000059,P00030642,7710.844525417089
1000059,P00331242,6651.206618471773
1000059,P00050242,7710.844525417089
1000060,P00132042,7093.484352890781
1000063,P00021742,9057.539232991929
1000064,P00110942,9595.507130861673
1000065,P00177942,9335.351190455523
1000071,P00165442,12211.496577851127
1000071,P00021742,8545.138808474294
1000072,P00318742,9794.980253596003
1000073,P00074442,9813.634658508543
1000073,P00192542,10980.44012374284
1000074,P00350042,8413.362471152368
1000075,P00248442,9206.581631627965
1000075,P00106742,9215.940208421198
1000077,P00255542,9057.539232991929
1000077,P00250842,8143.48894866923
1000078,P00212942,8823.72965967761
1000078,P00045842,8954.749734782861
1000088,P00010842,8059.416604046628
1000091,P00010842,8461.92180232885
1000091,P00278642,9226.234857959833
1000092,P00370242,8282.590630821964
1000092,P00340642,8282.590630821964
1000092,P00273442,8732.274952037844
1000092,P00255842,4931.072921638738
1000092,P00014842,10241.055685916219
1000094,P00117042,11203.086831715533
1000095,P00003642,8380.905107517307
1000097,P00297642,7873.269944976623
1000097,P00115942,8032.365750461571
1000099,P00035542,10918.38682256387
1000101,P00262242,11589.162360168139
1000102,P00010842,8592.04628469001
1000102,P00274242,10575.093052751257
