User_ID,Product_ID,Purchase
1000003,P00193542,13789.088393543429
1000004,P0097242,14658.29197080292
1000005,P00251242,5497.96919127086
1000005,P00031342,7057.6608315098465
1000006,P00231342,6764.2359855334535
1000007,P00036842,12076.939393939394
1000009,P00135742,15915.398576512456
1000010,P00105942,5831.1821509009005
1000010,P00087242,12965.099173553719
1000010,P0094542,11542.62962962963
1000015,P00166242,7432.379768398087
1000017,P00100642,6539.569427527405
1000018,P00190742,8017.76
1000019,P00112542,11999.771929824561
1000022,P00213242,6488.004288321168
1000022,P00077042,6126.630541871921
1000023,P00288942,13738.047238372093
1000023,P00345842,10366.560439560439
1000023,P00313042,6036.175825132805
1000025,P00120042,15254.215525114156
1000026,P00042242,6036.175825132805
1000026,P00059542,9124.328638497653
1000026,P00023042,6036.175825132805
1000026,P00144242,6036.175825132805
1000027,P00116342,10934.377551020409
1000030,P00051442,8419.592356687897
1000031,P00117442,6539.569427527405
1000033,P00111742,15018.054545454546
1000033,P00219242,2068.6603921568626
1000034,P00326742,4683.852173913044
1000035,P00129542,7846.7295918367345
1000035,P00309542,6656.058898036732
1000036,P00150542,6094.402319357716
1000036,P00037142,13738.047238372093
1000036,P00120842,8106.947194719472
1000036,P00086442,7395.764248704663
1000036,P00193542,14065.63061728395
1000039,P00351142,16128.083720930232
1000041,P00235242,7749.664978902953
1000042,P00046742,13974.40239912759
1000042,P00003242,7396.586631486368
1000043,P00255842,15225.78869047619
1000044,P00120342,6440.58327219369
1000045,P00210142,13335.207407407408
1000045,P00020042,6488.004288321168
1000046,P00123142,4867.029940119761
1000046,P00079542,6402.345890410959
1000046,P00305542,4867.029940119761
1000048,P00055642,2068.6603921568626
1000048,P00303742,7376.667417417418
1000048,P00220142,12159.031398667936
1000048,P00162442,13355.144528561597
1000048,P00041642,5831.1821509009005
1000049,P00051442,7952.3722627737225
1000049,P00350942,10636.087804878049
1000049,P00034042,14364.748743718594
1000052,P00000642,13396.324414715718
1000053,P00117542,3132.664705882353
1000053,P00130742,14938.82962962963
1000053,P00160042,12259.910447761195
1000053,P00016542,13448.82743362832
1000053,P00070542,9995.5101010101
1000053,P00244142,12915.91201353638
1000053,P00212242,7432.379768398087
1000053,P00319342,6391.618435880099
1000057,P00350342,13481.863436123347
1000058,P00114142,7432.379768398087
1000058,P00348242,7432.379768398087
1000058,P00244142,12386.294871794871
1000059,P00030642,7203.0
1000059,P00331242,1473.5341614906831
1000059,P00050242,7203.0
1000060,P00132042,771.1367521367522
1000063,P00021742,6247.433984375
1000064,P00110942,13789.088393543429
1000065,P00177942,6766.428203477141
1000071,P00165442,14717.358208955224
1000071,P00021742,6414.371900826446
1000072,P00318742,13076.96926713948
1000073,P00074442,13355.144528561597
1000073,P00192542,14109.874074074074
1000074,P00350042,15247.996108949417
1000075,P00248442,10014.625
1000075,P00106742,9892.295652173912
1000077,P00255542,6247.433984375
1000077,P00250842,7749.664978902953
1000078,P00212942,6090.01233118027
1000078,P00045842,6797.246674727932
1000088,P00010842,7775.8674698795185
1000091,P00010842,8138.434782608696
1000091,P00278642,6449.463209530483
1000092,P00370242,5979.812580562
1000092,P00340642,5979.812580562
1000092,P00273442,1473.5341614906831
1000092,P00255842,13860.232558139534
1000092,P00014842,13738.047238372093
1000094,P00117042,14132.936329588016
1000095,P00003642,7799.1322562979185
1000097,P00297642,7799.1322562979185
1000097,P00115942,8442.634615384615
1000099,P00035542,10618.287878787878
1000101,P00262242,12995.28
1000102,P00010842,7863.683823529412
1000102,P00274242,11528.26282051282
1000103,P00071242,14145.803617571059
1000107,P0097142,1347.159420289855
1000108,P00013942,6247.433984375
1000109,P00195642,6320.179627601315
1000110,P00035842,5689.287878787879
1000111,P00036842,13056.867256637168
1000113,P00351142,15546.8046875
1000116,P00192542,15396.73125
1000117,P00217242,13095.992481203008
1000117,P0098342,13789.088393543429
1000117,P00143642,11904.20168067227
1000117,P00179042,4341.666666666667
1000117,P00180942,4341.666666666667
1000118,P00127642,13890.395683453238
1000118,P00355142,12525.139240506329
1000118,P00345842,10904.823076923078
1000118,P00223242,6539.569427527405
1000121,P00059742,14487.667519181585
1000123,P00279342,6036.175825132805
1000123,P00163342,15828.944507361268
1000123,P00346942,10922.7
1000124,P00291042,7783.158878504673
1000126,P00087042,18579.713615023473
1000127,P00145042,14132.936329588016
1000129,P00049842,14921.796511627907
1000130,P00080342,15867.773399014779
1000130,P00127642,12932.219616204691
1000134,P00125942,12537.716577540106
1000134,P00346442,14295.699421965317
1000136,P00367142,5063.157190635451
1000136,P00222142,6036.175825132805
1000136,P00059442,14842.959349593495
1000136,P00013742,5979.812580562
1000137,P00058442,6797.246674727932
1000137,P00026042,8336.333333333334
1000138,P00113242,12182.045454545454
1000138,P00135742,16478.36567164179
1000139,P00110842,13400.633027522936
1000139,P00121642,5888.027972027972
1000139,P00115142,14932.762162162162
1000143,P00250242,5998.258503401361
1000146,P00223842,13064.719512195123
1000146,P00121042,14796.906666666666
1000146,P00323942,7091.256528417819
1000146,P00203142,15078.2
1000146,P00112342,706.4744897959183
1000146,P00178642,6184.881708652793
1000146,P00288442,6184.881708652793
1000146,P00274042,13540.988235294117
