User_ID,Product_ID,Purchase
1000003,P00193542,9866.612579240746
1000004,P0097242,10422.061834798977
1000005,P00251242,8658.352379083468
1000005,P00031342,7607.007280908125
1000006,P00231342,10530.747420623771
1000007,P00036842,12633.1667695868
1000009,P00135742,9002.538330736268
1000010,P00105942,8406.410742270964
1000010,P00087242,5551.730891734289
1000010,P0094542,10730.331768272878
1000015,P00166242,7573.977142891428
1000017,P00100642,9590.926853372675
1000018,P00190742,10251.440850653544
1000019,P00112542,11930.46492218352
1000022,P00213242,8566.492871677237
1000022,P00077042,8493.921854952545
1000023,P00288942,10884.555728912317
1000023,P00345842,11957.87290885688
1000023,P00313042,8982.401449616014
1000025,P00120042,10360.189484527458
1000026,P00042242,8933.527526507112
1000026,P00059542,9785.302328689551
1000026,P00023042,8924.456149416526
1000026,P00144242,8924.456149416526
1000027,P00116342,10103.051989358808
1000030,P00051442,8012.111435066699
1000031,P00117442,9727.853240576515
1000033,P00111742,5482.271531483161
1000033,P00219242,9016.68156759203
1000034,P00326742,5994.324671790719
1000035,P00129542,8489.47183015645
1000035,P00309542,9441.031780335341
1000036,P00150542,8825.386130351191
1000036,P00037142,10854.539688915705
1000036,P00120842,8028.039590712271
1000036,P00086442,10218.546694784383
1000036,P00193542,10112.275484770886
1000039,P00351142,12591.817142394255
1000041,P00235242,7626.861894157449
1000042,P00046742,12644.854206627546
1000042,P00003242,8315.682945953298
1000043,P00255842,5070.350274758591
1000044,P00120342,9230.119276339456
1000045,P00210142,5412.189155479179
1000045,P00020042,8339.440022740548
1000046,P00123142,7271.779226782601
1000046,P00079542,9247.470143865077
1000046,P00305542,7271.779226782601
1000048,P00055642,9139.680606254353
1000048,P00303742,7825.577120562899
1000048,P00220142,10181.95432733911
1000048,P00162442,10191.025704429698
1000048,P00041642,8777.13707074179
1000049,P00051442,8275.117396141333
1000049,P00350942,10485.386948406678
1000049,P00034042,12734.59874346337
1000052,P00000642,12752.163650540355
1000053,P00117542,4681.639880169469
1000053,P00130742,12724.510504543787
1000053,P00160042,12566.986286624237
1000053,P00016542,12503.48664699013
1000053,P00070542,9575.510287422727
1000053,P00244142,12318.74829779882
1000053,P00212242,7853.506380765775
1000053,P00319342,8877.637347669359
1000057,P00350342,10478.517194309554
1000058,P00114142,7867.052913703457
1000058,P00348242,7867.052913703457
1000058,P00244142,12332.294830736502
1000059,P00030642,7665.567123054829
1000059,P00331242,6551.033933356277
1000059,P00050242,7665.567123054829
1000060,P00132042,7007.4827039079755
1000063,P00021742,9053.743334494891
1000064,P00110942,9611.406357117346
1000065,P00177942,9336.194487854827
1000071,P00165442,12297.99034213471
1000071,P00021742,8517.927632273968
1000072,P00318742,9826.756462633844
1000073,P00074442,9833.304557483198
1000073,P00192542,11042.38084567566
1000074,P00350042,8378.670164420408
1000075,P00248442,9203.91888176249
1000075,P00106742,9212.990258853077
1000077,P00255542,9053.743334494891
1000077,P00250842,8102.183384315999
1000078,P00212942,8819.154215295706
1000078,P00045842,8946.153494563918
1000088,P00010842,8012.7362985662
1000091,P00010842,8423.339222056422
1000091,P00278642,9229.757138785928
1000092,P00370242,8251.479741180105
1000092,P00340642,8251.479741180105
1000092,P00273442,8681.870764123287
1000092,P00255842,4762.426590524168
1000092,P00014842,10280.633299744619
1000094,P00117042,11276.307522635721
1000095,P00003642,8355.699284419396
1000097,P00297642,7830.8049586513625
1000097,P00115942,7985.018369191334
1000099,P00035542,10965.796176097185
1000101,P00262242,11661.541573053422
1000102,P00010842,8559.64074576076
1000102,P00274242,10634.805262728789
1000103,P00071242,12788.235910971813
1000107,P0097142,7263.893806698261
1000108,P00013942,9213.287631727
1000109,P00195642,9389.301436018037
1000110,P00035842,10228.673489499415
1000111,P00036842,13109.956929385058
1000113,P00351142,12972.945377301223
1000116,P00192542,11815.096559873335
1000117,P00217242,9943.064688277813
1000117,P0098342,9825.136786100187
1000117,P00143642,10715.853831073971
1000117,P00179042,6635.127531322709
1000117,P00180942,6635.127531322709
1000118,P00127642,12885.750892019609
1000118,P00355142,10776.886181762777
1000118,P00345842,12474.539663674535
1000118,P00223242,9499.068204433668
1000121,P00059742,12880.103825533603
1000123,P00279342,9062.917643448458
1000123,P00163342,8691.30273084531
1000123,P00346942,10250.021849871702
1000124,P00291042,8594.27168505117
1000126,P00087042,9676.979045916341
1000127,P00145042,10861.854306797904
1000129,P00049842,10547.831982221373
1000130,P00080342,11481.345289731858
1000130,P00127642,12484.22966717226
1000134,P00125942,12590.668074876814
1000134,P00346442,12442.21523404785
1000136,P00367142,6810.134798043189
1000136,P00222142,8831.182600578597
1000136,P00059442,10843.884518329456
1000136,P00013742,8713.254698400971
1000137,P00058442,8999.576622520997
1000137,P00026042,10571.714966434492
1000138,P00113242,11617.890861331864
1000138,P00135742,8862.477638583174
1000139,P00110842,10821.305831883696
1000139,P00121642,8919.151552587391
1000139,P00115142,12657.168184374781
1000143,P00250242,9046.97006802605
1000146,P00223842,10691.014194739028
1000146,P00121042,5343.679508969773
1000146,P00323942,7700.056715745986
1000146,P00203142,5026.492858910143
1000146,P00112342,6123.19484253842
1000146,P00178642,8651.616665924877
1000146,P00288442,8642.545288834292
1000146,P00274042,9784.292609804601
1000147,P00214242,10160.246660639434
1000147,P00110742,11220.870108002933
1000147,P00008542,9770.488993855111
1000148,P00063342,11804.228953161231
1000148,P00156742,10423.315020456092
1000148,P00199442,9262.90642509614
1000148,P00193042,11610.937747087803
1000148,P00181842,7278.144130923078
1000148,P00304742,8229.704081101969
1000149,P00293242,7950.399354605759
1000149,P00046142,10170.705905023173
1000149,P00028242,8512.201638000328
1000149,P00028542,10590.541409605823
1000149,P00030842,12270.499238189419
1000149,P00283942,8756.817271335265
1000150,P00057742,12599.097137454626
1000150,P00113342,12767.830946685292
1000151,P00112142,11448.474866953655
1000151,P00052642,8210.245020196677
1000151,P00016342,10557.757821979872
1000151,P00000642,11781.666056973929
1000151,P00221342,10112.39929949298
1000155,P00248142,9283.180266743007
1000155,P00022542,9283.180266743007
1000155,P00252442,8331.620316564116
1000156,P00304842,7927.790659542736
1000157,P00141442,7867.29398586059
1000157,P00177942,8764.425673495962
1000157,P00105942,8691.85465677127
1000158,P00111542,10651.604995948925
1000160,P00198042,7526.801597955772
1000160,P00327842,8478.361548134664
1000161,P00064942,8464.07154792086
1000162,P00351142,12462.994551004813
1000163,P00283942,8399.859128182417
1000163,P00128042,12386.113748795222
1000166,P00270242,7720.218955081521
1000166,P00073842,12600.29445595012
1000166,P00015542,11888.555190456638
1000166,P00110542,7720.218955081521
1000169,P00116142,9759.71930136945
1000169,P00322042,8925.05021295125
1000169,P00100642,8988.549852585355
1000169,P00259342,8934.121590041836
1000169,P00251342,8952.264344223007
1000169,P00100842,8852.479196226555
1000169,P00048142,10266.367829914463
1000169,P00241242,12447.80355689599
1000170,P00113342,13016.507950235517
1000173,P00028842,8505.428371531487
1000173,P00126142,7943.626088136918
1000173,P00350542,7952.697465227504
1000173,P00129642,8750.044004866424
1000173,P00252842,7798.484054687533
1000174,P00062842,12457.156982798591
1000174,P00145042,11269.53425616688
1000174,P00048142,10654.269331290272
1000175,P00102342,10042.428996905504
1000175,P00360042,7391.731423544907
1000175,P00052842,6893.4287797844445
1000177,P00112542,12668.21612844883
1000180,P00317842,8492.000808123736
1000181,P00274942,8190.235848410937
1000181,P00034042,12803.930606272947
1000181,P00346942,10455.899284281284
1000181,P00221942,10483.113415553044
1000181,P00288342,8190.235848410937
1000183,P00057542,9905.135124765897
1000185,P00020342,10629.614119483353
1000187,P00250842,7595.6744880388205
1000187,P00234842,10976.908154024653
1000187,P00023642,7704.531013125859
1000188,P00255842,6172.7602088719395
1000188,P00307542,11066.630616125196
1000190,P00238442,8276.083107699103
1000192,P00270242,7754.921481753239
1000192,P00111142,12486.544141792874
1000192,P0095142,9694.326890473369
1000192,P00151742,10266.237591375459
1000192,P00143342,12477.472764702286
1000192,P00277542,12256.44890714863
1000192,P00324942,8706.48143193213
1000193,P00115942,8116.633406220566
1000194,P00085242,10212.840900849718
1000195,P00031042,7899.3200479265015
1000195,P00267142,8008.176573013541
1000195,P00021842,11001.79078643558
1000195,P00104542,7899.3200479265015
1000195,P0099742,10263.803010731819
1000195,P00089242,9847.796833737219
1000195,P00158242,8606.264364770455
1000195,P00287542,7899.3200479265015
1000197,P0099342,8540.162809595524
1000198,P00351142,12369.397010391885
1000201,P00126142,7315.289519319433
1000202,P00093642,8082.672478122788
1000202,P00303742,7448.299178003526
1000202,P00027642,7448.299178003526
1000202,P00046142,9813.747761870325
1000202,P00053542,9668.60572842094
1000202,P00227842,9396.775963814243
1000202,P00137242,8399.859128182417
1000202,P00207242,8399.859128182417
1000203,P00297042,7244.89746492297
1000203,P00223942,8269.028431826555
1000204,P00230842,7845.896919969423
1000204,P00117942,8933.527526507112
1000206,P00285842,9247.153964071207
1000208,P00173342,12699.004437861879
1000208,P00343042,9460.7745911049
1000208,P00326242,10412.334541283792
1000211,P00332242,10816.736602643627
1000211,P00142142,12916.529935809873
1000216,P00214742,9230.83440527057
1000216,P00086442,10496.995690435551
1000216,P00362542,8152.275175823468
1000216,P00032842,8152.275175823468
1000216,P00331642,6883.528575584945
1000216,P00297942,8152.275175823468
1000216,P00281942,5931.968625406054
1000220,P00184142,7734.842754503847
1000223,P00145042,10968.922215092356
1000225,P00242742,11148.502014950689
1000225,P00114642,8598.108109795012
1000225,P00101942,7728.1905534314
1000225,P00106942,7573.977142891428
1000225,P00323442,8607.179486885598
1000225,P00303742,7573.977142891428
1000230,P00234542,9349.4980315325
1000230,P00140742,10754.31528812982
1000231,P00201342,11121.408949075325
1000231,P00205942,10649.354815525141
1000233,P0096442,11091.823903663822
1000235,P00053642,8170.693030825405
1000235,P00011342,8487.879680885037
1000235,P00258442,8805.066330944666
1000235,P00360742,8805.066330944666
1000235,P00150542,8805.066330944666
1000235,P00196042,11430.687987254034
1000236,P00112142,12204.161789314063
1000237,P00102342,10816.763330017417
1000238,P00350042,8448.6165691772
1000238,P00355942,7859.600154510872
1000238,P00295542,7741.672252333246
1000238,P00026542,7741.672252333246
1000238,P00205442,10844.142990842325
1000238,P00049542,7741.672252333246
1000242,P00003942,8051.536917292079
1000242,P00187442,9654.647300709925
1000242,P00212242,6972.977687844976
1000242,P00370342,6972.977687844976
1000244,P00351342,12775.666174275564
1000244,P00285642,12337.24081465873
1000245,P00112542,12614.12112059694
1000245,P00066542,12798.859469788249
1000245,P00285442,8067.236809748614
1000245,P00176042,8221.450220288587
1000245,P00029242,8067.236809748614
1000245,P00212242,8067.236809748614
1000245,P00001242,9118.581907923959
1000245,P00182742,12384.025885952695
1000245,P00339942,10287.543360166028
1000245,P00100442,10748.906422613563
1000245,P00244442,7115.676859569723
1000245,P00105442,7115.676859569723
1000245,P00232342,7115.676859569723
1000245,P00313942,5212.556959211939
1000249,P00198642,7821.593838114075
1000250,P00115842,5856.685712427807
1000251,P00128142,12945.934714218805
1000254,P00113242,11882.86651457921
1000255,P00111142,12962.40698336478
1000255,P00016842,12696.026240358191
1000257,P00004742,8322.640242135953
1000257,P00046142,9908.573492434105
1000260,P00046742,12669.024298381664
1000260,P00346342,10560.159588124832
1000262,P00345842,11765.930948920271
1000263,P00154042,12217.781776078395
1000267,P00148042,8417.42168643262
1000267,P00053042,11871.226369143147
1000268,P00110942,9919.497330506767
1000268,P00115142,12497.623887142672
1000270,P00264242,8209.384281695446
1000271,P00110842,11082.896893059406
1000271,P00220442,9180.742613763103
1000271,P00303242,9126.314351219584
1000271,P00295942,12277.452782561173
1000271,P00018142,9053.743334494891
1000272,P00035342,11438.951292453785
1000272,P00350342,9695.940925089095
1000272,P00352142,12071.186378352515
1000272,P00145642,12237.781973362653
1000274,P00105042,8501.058317610568
1000280,P00003442,10990.639731892958
1000281,P00220342,8108.160903111257
1000284,P00195942,9501.982010974129
1000284,P00251242,8931.108350488974
1000284,P00115542,7879.76325231363
1000284,P00256042,10961.953022421005
1000284,P00124242,7055.20258140295
1000284,P00319242,7879.76325231363
1000284,P00174142,10838.057578434804
1000284,P00180142,6928.203302134738
1000285,P00265342,7473.787602991995
1000287,P00277642,11617.473455145784
1000287,P00051642,8202.611015226603
1000287,P00161942,9226.741982130188
1000289,P00044442,10070.57557763026
1000291,P00130842,9118.702973320353
1000292,P00332242,10643.645772473836
1000293,P00049542,8553.632086238122
1000293,P00320942,12146.299712478556
1000293,P00115642,8680.631365506333
1000295,P00112642,11075.360622796912
1000295,P00059442,11176.83688416088
1000296,P00370242,9446.483732423872
1000297,P00112542,12580.4988361484
1000297,P00220342,8985.174475478967
1000298,P00328042,7753.861173425661
1000299,P00110542,8281.28447716098
1000299,P00074342,9232.84442733987
1000300,P00089342,7865.4537155822945
1000300,P00319042,8817.013665761187
1000300,P00114142,7865.4537155822945
1000301,P00035842,10136.86185695572
1000302,P00145642,12611.373938007127
1000302,P00150942,10458.843455664879
1000302,P00024642,8873.35730621974
1000302,P00074242,8746.358026951526
1000302,P00209842,8818.929043676218
1000302,P00277642,11209.660516691816
1000303,P00044142,8317.981056575045
1000303,P00001142,11275.309761634737
1000306,P00237542,12806.712978480267
1000306,P00365342,10340.753754310981
1000306,P00000142,10439.573281245952
1000306,P00146742,12491.664542641167
1000307,P00114842,9174.490764812019
1000307,P00268442,8377.144225173099
1000307,P00044442,10588.379398499927
1000308,P00366442,7593.945009556019
1000308,P00071442,5418.995344591537
1000308,P00213242,8509.219451372563
1000308,P00289342,10587.559222978058
1000308,P00156542,8799.191970160435
1000309,P00345642,12612.222106680774
1000310,P0095142,9566.267302877579
